Code,Name,Zip,Address,Tel
06366,鮭川村,999-5292,山形県最上郡鮭川村大字佐渡2003-7,0233-55-2111
06367,戸沢村,999-6401,山形県最上郡戸沢村大字古口270,0233-72-2111
06381,高畠町,992-0392,山形県東置賜郡高畠町大字高畠436,0238-52-1111
06382,川西町,999-0193,山形県東置賜郡川西町大字上小松977番地1,0238-42-2111
06401,小国町,999-1363,山形県西置賜郡小国町大字小国小坂町2-70,0238-62-2111
06402,白鷹町,992-0892,山形県西置賜郡白鷹町大字荒砥甲833,0238-85-2111
06403,飯豊町,999-0696,山形県西置賜郡飯豊町大字椿2888,0238-72-2111
06426,三川町,997-1301,山形県東田川郡三川町大字横山字西田85,0235-66-3111
06428,庄内町,999-7781,山形県東田川郡庄内町余目字町132-1,0234-43-2211
06461,遊佐町,999-8301,山形県遊佐町遊佐字舞鶴202番地,0234-72-3311
07201,福島市,960-8601,福島県福島市五老内町3-1,024-535-1111
07202,会津若松市,965-8601,福島県会津若松市東栄町3-46,0242-39-1111
07203,郡山市,963-8601,福島県郡山市朝日1-23-7,024-924-2491
07204,いわき市,970-8686,福島県いわき市平字梅本21,0246-22-1111
07205,白河市,961-8602,福島県白河市八幡小路7-1,0248-22-1111
07207,須賀川市,962-8601,福島県須賀川市八幡町135,0248-75-1111
07208,喜多方市,966-8601,福島県喜多方市字御清水東7244-2,0241-24-5206
07209,相馬市,976-8601,福島県相馬市中村字北町63-3,0244-37-2120
07210,二本松市,964-8601,福島県二本松市金色403-1,0243-23-1111
07211,田村市,963-4393,福島県田村市船引町船引字畑添76-2,0247-81-2111
07212,南相馬市,975-8686,福島県南相馬市原町区本町2-27,0244-22-2111
07213,伊達市,960-0692,福島県伊達市保原町字舟橋180,024-575-1111
07214,本宮市,969-1192,福島県本宮市本宮字万世212,0243-33-1111
07301,桑折町,969-1692,福島県伊達郡桑折町大字谷地字道下22番地7,024-582-2111
07303,国見町,969-1792,福島県伊達郡国見町大字藤田字一丁田二1-7,024-585-2111
07308,川俣町,960-1492,福島県伊達郡川俣町字五百田30,024-566-2111
07322,大玉村,969-1392,福島県安達郡大玉村玉井字星内70,0243-48-3131
07342,鏡石町,969-0492,福島県岩瀬郡鏡石町不時沼345,0248-62-2111
07344,天栄村,962-0592,福島県岩瀬郡天栄村大字下松本字原畑78,0248-82-2111
07362,下郷町,969-5345,福島県南会津郡下郷町大字塩生字大石1000,0241-69-1122
07364,檜枝岐村,967-0525,福島県南会津郡檜枝岐村字下ノ原880,0241-75-2500
07367,只見町,968-0498,福島県南会津郡只見町大字只見字雨堤1039,0241-82-5210
07368,南会津町,967-0004,福島県南会津郡南会津町田島字後原甲3531-1,0241-62-6100
07402,北塩原村,966-0485,福島県耶麻郡北塩原村大字北山字姥ヶ作3151,0241-23-3111
07405,西会津町,969-4495,福島県耶麻郡西会津町野沢字下小屋上乙3308,0241-45-2211
07407,磐梯町,969-3392,福島県耶麻郡磐梯町大字磐梯字中ノ橋1855,0242-74-1221
07408,猪苗代町,969-3123,福島県耶麻郡猪苗代町字城南100,0242-62-2111
07421,会津坂下町,969-6592,福島県河沼郡会津坂下町字市中三番甲3662,0242-84-1503
07422,湯川村,969-3593,福島県河沼郡湯川村大字清水田字長瀞18,0241-27-8800
07423,柳津町,969-7201,福島県河沼郡柳津町大字柳津字下平乙234,0241-42-2112
07444,三島町,969-7511,福島県大沼郡三島町大字宮下字宮下350,0241-48-5511
07445,金山町,968-0011,福島県大沼郡金山町大字川口字谷地393,0241-54-5111
07446,昭和村,968-0103,福島県大沼郡昭和村大字下中津川字中島652,0241-57-2111
07447,会津美里町,969-6292,福島県大沼郡会津美里町字新布才地1番地,0242-55-1122
07461,西郷村,961-8501,福島県西白河郡西郷村大字熊倉字折口原40,0248-25-1111
07464,泉崎村,969-0101,福島県西白河郡泉崎村大字泉崎字八丸145,0248-53-2111
07465,中島村,961-0192,福島県西白河郡中島村大字滑津字中島西11-1,0248-52-2111
07466,矢吹町,969-0296,福島県西白河郡矢吹町一本木101,0248-42-2111
07481,棚倉町,963-6192,福島県東白川郡棚倉町大字棚倉字中居野33,0247-33-2111
07482,矢祭町,963-5192,福島県東白川郡矢祭町大字東舘字舘本66,0247-46-3131
07483,塙町,963-5492,福島県東白川郡塙町大字塙字大町3-21,0247-43-2111
07484,鮫川村,963-8401,福島県東白川郡鮫川村大字赤坂中野字新宿39-5,0247-49-3111
07501,石川町,963-7893,福島県石川郡石川町字長久保185-4,0247-26-2111
07502,玉川村,963-6392,福島県石川郡玉川村大字小高字中畷9,0247-57-3101
07503,平田村,963-8292,福島県石川郡平田村大字永田字切田116,0247-55-3111
07504,浅川町,963-6292,福島県石川郡浅川町大字浅川字背戸谷地112-15,0247-36-4121
07505,古殿町,963-8304,福島県石川郡古殿町大字松川字新桑原31,0247-53-3111
07521,三春町,963-7796,福島県田村郡三春町字大町1-2,0247-62-2111
07522,小野町,963-3492,福島県田村郡小野町大字小野新町字舘廻92,0247-72-2111
07541,広野町,979-0402,福島県双葉郡広野町大字下北迫字苗代替35,0240-27-2111
07542,楢葉町,979-0696,福島県双葉郡楢葉町大字北田字鐘突堂5-6,0240-25-2111
07543,富岡町,979-1192,福島県双葉郡富岡町大字本岡字王塚622-1,0240-22-2111
07544,川内村,979-1292,福島県双葉郡川内村大字上川内字早渡11-24,0240-38-2111
07545,大熊町,979-1306,福島県双葉郡大熊町大字大川原字南平1717,0120-26-3844
07546,双葉町,979-1495,福島県双葉郡双葉町大字長塚字町西73番地4,0240-33-2111
07547,浪江町,979-1592,福島県双葉郡浪江町大字幾世橋字六反田7-2,0240-34-2111
07548,葛尾村,979-1602,福島県双葉郡葛尾村大字落合字落合16,0240-29-2111
07561,新地町,979-2792,福島県相馬郡新地町谷地小屋字樋掛田30,0244-62-2111
07564,飯舘村,960-1892,福島県相馬郡飯舘村伊丹沢字伊丹沢580-1,0244-42-1611
08201,水戸市,310-8610,茨城県水戸市中央1-4-1,029-224-1111
08202,日立市,317-8601,茨城県日立市助川町1-1-1,0294-22-3111
08203,土浦市,300-8686,茨城県土浦市大和町9-1,029-826-1111
08204,古河市,306-0291,茨城県古河市下大野2248,0280-92-3111
08205,石岡市,315-8640,茨城県石岡市石岡1-1-1,0299-23-1111
08207,結城市,307-8501,茨城県結城市中央町二丁目3番地,0296-32-1111
08208,龍ケ崎市,301-8611,茨城県龍ケ崎市3710,0297-64-1111
08210,下妻市,304-8501,茨城県下妻市大字本城町2-22,0296-43-2111
08211,常総市,303-8501,茨城県常総市水海道諏訪町3222-3,0297-23-2111
08212,常陸太田市,313-8611,茨城県常陸太田市金井町3690,0294-72-3111
08214,高萩市,318-8511,茨城県高萩市本町1-100-1,0293-23-2111
08215,北茨城市,319-1592,茨城県北茨城市磯原町磯原1630,0293-43-1111
08216,笠間市,309-1792,茨城県笠間市中央3-2-1,0296-77-1101
08217,取手市,302-8585,茨城県取手市寺田5139,0297-74-2141
08219,牛久市,300-1292,茨城県牛久市中央3-15-1,029-873-2111
08220,つくば市,305-8555,茨城県つくば市研究学園1-1-1,029-883-1111
08221,ひたちなか市,312-8501,茨城県ひたちなか市東石川2-10-1,029-273-0111
08222,鹿嶋市,314-8655,茨城県鹿嶋市大字平井1187-1,0299-82-2911
08223,潮来市,311-2493,茨城県潮来市辻626,0299-63-1111
08224,守谷市,302-0198,茨城県守谷市大柏950-1,0297-45-1111
08225,常陸大宮市,319-2292,茨城県常陸大宮市中富町3135-6,0295-52-1111
08226,那珂市,311-0192,茨城県那珂市福田1819-5,029-298-1111
08227,筑西市,308-8616,茨城県筑西市丙360,0296-24-2111
08228,坂東市,306-0692,茨城県坂東市岩井4365,0297-35-2121
08229,稲敷市,300-0595,茨城県稲敷市犬塚1570-1,029-892-2000
08230,かすみがうら市,315-8512,茨城県かすみがうら市上土田461,0299-59-2111
08231,桜川市,309-1293,茨城県桜川市羽田1023,0296-58-5111
08232,神栖市,314-0192,茨城県神栖市溝口4991-5,0299-90-1111
08233,行方市,311-3892,茨城県行方市麻生1561-9,0299-72-0811
08234,鉾田市,311-1592,茨城県鉾田市鉾田1444-1,0291-33-2111
08235,つくばみらい市,300-2395,茨城県つくばみらい市福田195,0297-58-2111
08236,小美玉市,319-0192,茨城県小美玉市堅倉835,0299-48-1111
08302,茨城町,311-3192,茨城県東茨城郡茨城町大字小堤1080,029-292-1111
08309,大洗町,311-1392,茨城県東茨城郡大洗町磯浜町6881-275,029-267-5111
08310,城里町,311-4391,茨城県東茨城郡城里町大字石塚1428-25,029-288-3111
08341,東海村,319-1192,茨城県那珂郡東海村東海3-7-1,029-282-1711
08364,大子町,319-3521,茨城県久慈郡大子町大字北田気662番地,0295-72-1111
08442,美浦村,300-0492,茨城県稲敷郡美浦村大字受領1515,029-885-0340
08443,阿見町,300-0392,茨城県稲敷郡阿見町中央1-1-1,029-888-1111
08447,河内町,300-1392,茨城県稲敷郡河内町源清田1183,0297-84-2111
08521,八千代町,300-3592,茨城県結城郡八千代町大字菅谷1170,0296-48-1111
08542,五霞町,306-0392,茨城県猿島郡五霞町大字小福田1162-1,0280-84-1111
08546,境町,306-0495,茨城県猿島郡境町391-1,0280-81-1300
08564,利根町,300-1696,茨城県北相馬郡利根町布川841-1,0297-68-2211
09201,宇都宮市,320-8540,栃木県宇都宮市旭1-1-5,028-632-2222
09202,足利市,326-8601,栃木県足利市本城3-2145,0284-20-2222
09203,栃木市,328-8686,栃木県栃木市万町9-25,0282-22-3535
09204,佐野市,327-8501,栃木県佐野市高砂町1,0283-24-5111
09205,鹿沼市,322-8601,栃木県鹿沼市今宮町1688-1,0289-64-2111
09206,日光市,321-1292,栃木県日光市今市本町1,0288-22-1111
09208,小山市,323-8686,栃木県小山市中央町1-1-1,0285-23-1111
09209,真岡市,321-4395,栃木県真岡市荒町5191番地,0285-82-1111
09210,大田原市,324-8641,栃木県大田原市本町1-4-1,0287-23-1111
09211,矢板市,329-2192,栃木県矢板市本町5-4,0287-43-1111
09213,那須塩原市,325-8501,栃木県那須塩原市共墾社108-2,0287-62-7111
09214,さくら市,329-1392,栃木県さくら市氏家2771,028-681-1111
09215,那須烏山市,321-0692,栃木県那須烏山市中央1-1-1,0287-83-1111
09216,下野市,329-0492,栃木県下野市笹原26,0285-32-8888
09301,上三川町,329-0696,栃木県河内郡上三川町しらさぎ1-1,0285-56-9111
09342,益子町,321-4293,栃木県芳賀郡益子町大字益子2030,0285-72-2111
09343,茂木町,321-3598,栃木県芳賀郡茂木町大字茂木155,0285-63-1111
09344,市貝町,321-3493,栃木県芳賀郡市貝町大字市塙1280,0285-68-1111
09345,芳賀町,321-3392,栃木県芳賀郡芳賀町祖母井1020,028-677-1111
09361,壬生町,321-0292,栃木県都賀郡壬生町大字壬生甲3841番地1,0282-81-1806
09364,野木町,329-0195,栃木県下都賀郡野木町大字丸林571,0280-57-4111
09384,塩谷町,329-2292,栃木県塩谷郡塩谷町大字玉生741,0287-45-1111
09386,高根沢町,329-1292,栃木県塩谷郡高根沢町大字石末2053,028-675-8100
09407,那須町,329-3292,栃木県那須郡那須町大字寺子丙3-13,0287-72-6901
09411,那珂川町,324-0692,栃木県那須郡那珂川町馬頭555,0287-92-1111
10201,前橋市,371-8601,群馬県前橋市大手町2-12-1,027-224-1111
10202,高崎市,370-8501,群馬県高崎市高松町35-1,027-321-1111
10203,桐生市,376-8501,群馬県桐生市織姫町1-1,0277-46-1111
10204,伊勢崎市,372-8501,群馬県伊勢崎市今泉町2-410,0270-24-5111
10205,太田市,373-8718,群馬県太田市浜町2-35,0276-47-1111
10206,沼田市,378-8501,群馬県沼田市下之町888,0278-23-2111
10207,館林市,374-8501,群馬県館林市城町1-1,0276-72-4111
10208,渋川市,377-8501,群馬県渋川市石原80,0279-22-2111
10209,藤岡市,375-8601,群馬県藤岡市中栗須327,0274-22-1211
10210,富岡市,370-2392,群馬県富岡市富岡1460-1,0274-62-1511
10211,安中市,379-0192,群馬県安中市安中1-23-13,027-382-1111
10212,みどり市,379-2395,群馬県みどり市笠懸町鹿2952,0277-76-2111
10344,榛東村,370-3593,群馬県北群馬郡榛東村大字新井790番地1,0279-54-2211
10345,吉岡町,370-3692,群馬県北群馬郡吉岡町大字下野田560,0279-54-3111
10366,上野村,370-1614,群馬県多野郡上野村大字川和11,0274-59-2111
10367,神流町,370-1592,群馬県多野郡神流町万場90-6,0274-57-2111
10382,下仁田町,370-2601,群馬県甘楽郡下仁田町大字下仁田682,0274-82-2111
10383,南牧村,370-2806,群馬県甘楽郡南牧村大字大日向1098,0274-87-2011
10384,甘楽町,370-2292,群馬県甘楽郡甘楽町大字小幡161-1,0274-74-3131
10421,中之条町,377-0494,群馬県吾妻郡中之条町大字中之条町1091,0279-75-2111
10424,長野原町,377-1392,群馬県吾妻郡長野原町大字長野原1340番地1,0279-82-2244
10425,嬬恋村,377-1692,群馬県吾妻郡嬬恋村大字大前110,0279-96-0511
10426,草津町,377-1792,群馬県吾妻郡草津町大字草津28,0279-88-0001
10428,高山村,377-0792,群馬県吾妻郡高山村大字中山2856-1,0279-63-2111
10429,東吾妻町,377-0892,群馬県吾妻郡東吾妻町大字原町1046,0279-68-2111
10443,片品村,378-0498,群馬県利根郡片品村大字鎌田3967-3,0278-58-2111
10444,川場村,378-0101,群馬県利根郡川場村大字谷地2390-2,0278-52-2111
10448,昭和村,379-1298,群馬県利根郡昭和村大字糸井388,0278-24-5111
10449,みなかみ町,379-1393,群馬県利根郡みなかみ町後閑318,0278-62-2111
10464,玉村町,370-1192,群馬県佐波郡玉村町大字下新田201,0270-65-2511
10521,板倉町,374-0192,群馬県邑楽郡板倉町大字板倉2682-1,0276-82-1111
10522,明和町,370-0795,群馬県邑楽郡明和町新里250-1,0276-84-3111
10523,千代田町,370-0598,群馬県邑楽郡千代田町大字赤岩1895-1,0276-86-2111
10524,大泉町,370-0595,群馬県邑楽郡大泉町日の出55-1,0276-63-3111
10525,邑楽町,370-0692,群馬県邑楽郡邑楽町大字中野2570番地1,0276-88-5511
11100,さいたま市,330-9588,埼玉県さいたま市浦和区常盤6-4-4,048-829-1111
11101,西区,331-8587,埼玉県さいたま市西区西大宮3-4-2,048-622-1111
11102,北区,331-8586,埼玉県さいたま市北区宮原町1丁目852番地1,048-653-1111
11103,大宮区,330-8501,埼玉県さいたま市大宮区吉敷町1丁目124番地1,048-657-0111
11104,見沼区,337-8586,埼玉県さいたま市見沼区堀崎町12-36,048-687-1111
11105,中央区,338-8686,埼玉県さいたま市中央区下落合5-7-10,048-856-1111
11106,桜区,338-8586,埼玉県さいたま市桜区道場4-3-1,048-858-1111
11107,浦和区,330-9586,埼玉県さいたま市浦和区常盤6-4-4,048-825-1111
11108,南区,336-8586,埼玉県さいたま市南区別所7-20-1,048-838-1111
11109,緑区,336-8587,埼玉県さいたま市緑区大字中尾975-1,048-874-1111
11110,岩槻区,339-8585,埼玉県さいたま市岩槻区本町3-2-5,048-790-0111
11201,川越市,350-8601,埼玉県川越市元町1-3-1,049-224-8811
11202,熊谷市,360-8601,埼玉県熊谷市宮町2-47-1,048-524-1111
11203,川口市,332-8601,埼玉県川口市青木2-1-1,048-258-1110
11206,行田市,361-8601,埼玉県行田市本丸2-5,048-556-1111
11207,秩父市,368-8686,埼玉県秩父市熊木町8-15,0494-22-2211
11208,所沢市,359-8501,埼玉県所沢市並木1-1-1,04-2998-1111
11209,飯能市,357-8501,埼玉県飯能市大字双柳1-1,042-973-2111
11210,加須市,347-8501,埼玉県加須市三俣2-1-1,0480-62-1111
11211,本庄市,367-8501,埼玉県本庄市本庄3-5-3,0495-25-1111
11212,東松山市,355-8601,埼玉県東松山市松葉町1-1-58,0493-23-2221
11214,春日部市,344-8577,埼玉県春日部市中央6-2,048-736-1111
11215,狭山市,350-1380,埼玉県狭山市入間川1-23-5,04-2953-1111
11216,羽生市,348-8601,埼玉県羽生市東6-15,048-561-1121
11217,鴻巣市,365-8601,埼玉県鴻巣市中央1-1,048-541-1321
11218,深谷市,366-8501,埼玉県深谷市仲町11-1,048-571-1211
11219,上尾市,362-8501,埼玉県上尾市本町3-1-1,048-775-5111
11221,草加市,340-8550,埼玉県草加市高砂1-1-1,048-922-0151
11222,越谷市,343-8501,埼玉県越谷市越ヶ谷4-2-1,048-964-2111
11223,蕨市,335-8501,埼玉県蕨市中央5-14-15,048-432-3200
11224,戸田市,335-8588,埼玉県戸田市上戸田1-18-1,048-441-1800
11225,入間市,358-8511,埼玉県入間市豊岡1-16-1,04-2964-1111
11227,朝霞市,351-8501,埼玉県朝霞市本町1-1-1,048-463-1111
11228,志木市,353-8501,埼玉県志木市中宗岡1-1-1,048-473-1111
11229,和光市,351-0192,埼玉県和光市広沢1-5,048-464-1111
11230,新座市,352-8623,埼玉県新座市野火止1-1-1,048-477-1111
11231,桶川市,363-8501,埼玉県桶川市泉1-3-28,048-786-3211
11232,久喜市,346-8501,埼玉県久喜市大字下早見85-3,0480-22-1111
11233,北本市,364-8633,埼玉県北本市本町1-111,048-591-1111
11234,八潮市,340-8588,埼玉県八潮市中央1-2-1,048-996-2111
11235,富士見市,354-8511,埼玉県富士見市大字鶴馬1800-1,049-251-2711
11237,三郷市,341-8501,埼玉県三郷市花和田648-1,048-953-1111
11238,蓮田市,349-0193,埼玉県蓮田市大字黒浜2799-1,048-768-3111
11239,坂戸市,350-0292,埼玉県坂戸市千代田1-1-1,049-283-1331
11240,幸手市,340-0192,埼玉県幸手市東4-6-8,0480-43-1111
11241,鶴ヶ島市,350-2292,埼玉県鶴ヶ島市大字三ツ木16-1,049-271-1111
11242,日高市,350-1292,埼玉県日高市大字南平沢1020,042-989-2111
11243,吉川市,342-8501,埼玉県吉川市きよみ野1-1,048-982-5111
11245,ふじみ野市,356-8501,埼玉県ふじみ野市福岡1-1-1,049-261-2611
11246,白岡市,349-0292,埼玉県白岡市千駄野432,0480-92-1111
11301,伊奈町,362-8517,埼玉県北足立郡伊奈町大字小室9493,048-721-2111
11324,三芳町,354-8555,埼玉県入間郡三芳町大字藤久保1100-1,049-258-0019
11326,毛呂山町,350-0493,埼玉県入間郡毛呂山町中央2-1,049-295-2112
11327,越生町,350-0494,埼玉県入間郡越生町大字越生900-2,049-292-3121
11341,滑川町,355-8585,埼玉県比企郡滑川町大字福田750-1,0493-56-2211
11342,嵐山町,355-0211,埼玉県比企郡嵐山町大字杉山1030-1,0493-62-2150
11343,小川町,355-0392,埼玉県比企郡小川町大字大塚55,0493-72-1221
11346,川島町,350-0192,埼玉県比企郡川島町大字下八ツ林870-1,049-297-1811
11347,吉見町,355-0192,埼玉県比企郡吉見町大字下細谷411,0493-54-1511
11348,鳩山町,350-0392,埼玉県比企郡鳩山町大字大豆戸184-16,049-296-1211
11349,ときがわ町,355-0395,埼玉県比企郡ときがわ町大字玉川2490,0493-65-1521
11361,横瀬町,368-0072,埼玉県秩父郡横瀬町大字横瀬4545,0494-25-0111
11362,皆野町,369-1492,埼玉県秩父郡皆野町大字皆野1420-1,0494-62-1230
11363,長瀞町,369-1392,埼玉県秩父郡長瀞町大字本野上1035-1,0494-66-3111
11365,小鹿野町,368-0192,埼玉県秩父郡小鹿野町小鹿野89,0494-75-1221
11369,東秩父村,355-0393,埼玉県秩父郡東秩父村大字御堂634,0493-82-1221
11381,美里町,367-0194,埼玉県児玉郡美里町大字木部323-1,0495-76-1111
11383,神川町,367-0292,埼玉県児玉郡神川町大字植竹909,0495-77-2111
11385,上里町,369-0392,埼玉県児玉郡上里町大字七本木5518,0495-35-1221
11408,寄居町,369-1292,埼玉県大里郡寄居町大字寄居1180-1,048-581-2121
11442,宮代町,345-8504,埼玉県南埼玉郡宮代町笠原1-4-1,0480-34-1111
11464,杉戸町,345-8502,埼玉県北葛飾郡杉戸町清地2-9-29,0480-33-1111
11465,松伏町,343-0192,埼玉県北葛飾郡松伏町大字松伏2424,048-991-2711
12100,千葉市,260-8722,千葉県千葉市中央区千葉港1-1,043-245-5111
12101,中央区,260-8733,千葉県千葉市中央区中央4-5-1,043-221-2111
12102,花見川区,262-8733,千葉県千葉市花見川区瑞穂1-1,043-275-6111
12103,稲毛区,263-8733,千葉県千葉市稲毛区穴川4-12-1,043-284-6111
12104,若葉区,264-8733,千葉県千葉市若葉区桜木北2-1-1,043-233-8111
12105,緑区,266-8733,千葉県千葉市緑区おゆみ野3-15-3,043-292-8111
12106,美浜区,261-8733,千葉県千葉市美浜区真砂5-15-1,043-270-3111
12202,銚子市,288-8601,千葉県銚子市若宮町1-1,0479-24-8181
12203,市川市,272-8501,千葉県市川市八幡1丁目1番1号,047-334-1111
12204,船橋市,273-8501,千葉県船橋市湊町2-10-25,047-436-2111
12205,館山市,294-8601,千葉県館山市北条1145-1,0470-22-3111
12206,木更津市,292-8501,千葉県木更津市富士見1-2-1,0438-23-7111
12207,松戸市,271-8588,千葉県松戸市根本387-5,047-366-1111
12208,野田市,278-8550,千葉県野田市鶴奉7-1,04-7125-1111
12210,茂原市,297-8511,千葉県茂原市道表1,0475-23-2111
12211,成田市,286-8585,千葉県成田市花崎町760,0476-22-1111
12212,佐倉市,285-8501,千葉県佐倉市海隣寺町97,043-484-1111
12213,東金市,283-8511,千葉県東金市東岩崎1番地1,0475-50-1111
12215,旭市,289-2595,千葉県旭市ニの2132番地,0479-62-1212
12216,習志野市,275-8601,千葉県習志野市鷺沼2-1-1,047-451-1151
12217,柏市,277-8505,千葉県柏市柏5-10-1,04-7167-1111
12218,勝浦市,299-5292,千葉県勝浦市新官1343-1,0470-73-1211
12219,市原市,290-8501,千葉県市原市国分寺台中央1-1-1,0436-22-1111
12220,流山市,270-0192,千葉県流山市平和台1-1-1,04-7158-1111
12221,八千代市,276-8501,千葉県八千代市大和田新田312-5,047-483-1151
12222,我孫子市,270-1192,千葉県我孫子市我孫子1858,04-7185-1111
12223,鴨川市,296-8601,千葉県鴨川市横渚1450,04-7092-1111
12224,鎌ケ谷市,273-0195,千葉県鎌ケ谷市新鎌ケ谷2-6-1,047-445-1141
12225,君津市,299-1192,千葉県君津市久保2-13-1,0439-56-1581
12226,富津市,293-8506,千葉県富津市下飯野2443,0439-80-1222
12227,浦安市,279-8501,千葉県浦安市猫実1-1-1,047-351-1111
12228,四街道市,284-8555,千葉県四街道市鹿渡無番地,043-421-2111
12229,袖ケ浦市,299-0292,千葉県袖ケ浦市坂戸市場1-1,0438-62-2111
12230,八街市,289-1192,千葉県八街市八街ほ35-29,043-443-1111
12231,印西市,270-1396,千葉県印西市大森2364-2,0476-42-5111
12232,白井市,270-1492,千葉県白井市復1123,047-492-1111
12233,富里市,286-0292,千葉県富里市七栄652-1,0476-93-1111
12234,南房総市,299-2492,千葉県南房総市富浦町青木28,0470-33-1021
12235,匝瑳市,289-2198,千葉県匝瑳市八日市場ハ793番地2,0479-73-0084
12236,香取市,287-8501,千葉県香取市佐原ロ2127,0478-54-1111
12237,山武市,289-1392,千葉県山武市殿台296,0475-80-1112
12238,いすみ市,298-8501,千葉県いすみ市大原7400-1,0470-62-1111
12239,大網白里市,299-3292,千葉県大網白里市大網115-2,0475-70-0300
12322,酒々井町,285-8510,千葉県印旛郡酒々井町中央台4-11,043-496-1171
12329,栄町,270-1592,千葉県印旛郡栄町安食台1-2,0476-95-1111
12342,神崎町,289-0292,千葉県香取郡神崎町神崎本宿163,0478-72-2111
12347,多古町,289-2292,千葉県香取郡多古町多古584,0479-76-2611
12349,東庄町,289-0692,千葉県香取郡東庄町笹川い4713-131,0478-86-1111
12403,九十九里町,283-0195,千葉県山武郡九十九里町片貝4099,0475-70-3100
12409,芝山町,289-1692,千葉県山武郡芝山町小池992,0479-77-3901
12410,横芝光町,289-1793,千葉県山武郡横芝光町宮川11902,0479-84-1211
12421,一宮町,299-4396,千葉県長生郡一宮町一宮2457,0475-42-2111
12422,睦沢町,299-4492,千葉県長生郡睦沢町下之郷1650-1,0475-44-1111
12423,長生村,299-4394,千葉県長生郡長生村本郷1-77,0475-32-2111
12424,白子町,299-4292,千葉県長生郡白子町関5074-2,0475-33-2111
12426,長柄町,297-0298,千葉県長生郡長柄町桜谷712,0475-35-2111
12427,長南町,297-0192,千葉県長生郡長南町長南2110,0475-46-2111
12441,大多喜町,298-0292,千葉県夷隅郡大多喜町大多喜93,0470-82-2111
12443,御宿町,299-5192,千葉県夷隅郡御宿町須賀1522,0470-68-2511
12463,鋸南町,299-2192,千葉県安房郡鋸南町下佐久間3458,0470-55-2111
13101,千代田区,102-8688,東京都千代田区九段南1-2-1,03-3264-2111
13102,中央区,104-8404,東京都中央区築地1-1-1,03-3543-0211
13103,港区,105-8511,東京都港区芝公園1-5-25,03-3578-2111
13104,新宿区,160-8484,東京都新宿区歌舞伎町1-4-1,03-3209-1111
13105,文京区,112-8555,東京都文京区春日1-16-21,03-3812-7111
13106,台東区,110-8615,東京都台東区東上野4-5-6,03-5246-1111
13107,墨田区,130-8640,東京都墨田区吾妻橋1-23-20,03-5608-1111
13108,江東区,135-8383,東京都江東区東陽4-11-28,03-3647-9111
13109,品川区,140-8715,東京都品川区広町2-1-36,03-3777-1111
13110,目黒区,153-8573,東京都目黒区上目黒2-19-15,03-3715-1111
13111,大田区,144-8621,東京都大田区蒲田5-13-14,03-5744-1111
13112,世田谷区,154-8504,東京都世田谷区世田谷4-21-27,03-5432-1111
13113,渋谷区,150-8010,東京都渋谷区宇田川町1-1,03-3463-1211
13114,中野区,164-8501,東京都中野区中野4-8-1,03-3389-1111
13115,杉並区,166-8570,東京都杉並区阿佐谷南1-15-1,03-3312-2111
13116,豊島区,171-8422,東京都豊島区南池袋2-45-1,03-3981-1111
13117,北区,114-8508,東京都北区王子本町1-15-22,03-3908-1111
13118,荒川区,116-8501,東京都荒川区荒川2-2-3,03-3802-3111
13119,板橋区,173-8501,東京都板橋区板橋2-66-1,03-3964-1111
13120,練馬区,176-8501,東京都練馬区豊玉北6-12-1,03-3993-1111
13121,足立区,120-8510,東京都足立区中央本町1-17-1,03-3880-5111
13122,葛飾区,124-8555,東京都葛飾区立石5-13-1,03-3695-1111
13123,江戸川区,132-8501,東京都江戸川区中央1-4-1,03-3652-1151
13201,八王子市,192-8501,東京都八王子市元本郷町3-24-1,042-626-3111
13202,立川市,190-8666,東京都立川市泉町1156-9,042-523-2111
13203,武蔵野市,180-8777,東京都武蔵野市緑町2-2-28,0422-51-5131
13204,三鷹市,181-8555,東京都三鷹市野崎1-1-1,0422-45-1151
13205,青梅市,198-8701,東京都青梅市東青梅1-11-1,0428-22-1111
13206,府中市,183-8703,東京都府中市宮西町2-24,042-364-4111
13207,昭島市,196-8511,東京都昭島市田中町1-17-1,042-544-5111
13208,調布市,182-8511,東京都調布市小島町2-35-1,042-481-7111
13209,町田市,194-8520,東京都町田市森野2-2-22,042-722-3111
13210,小金井市,184-8504,東京都小金井市本町6-6-3,042-383-1111
13211,小平市,187-8701,東京都小平市小川町2-1333,042-341-1211
13212,日野市,191-0016,東京都日野市神明1-12-1,042-585-1111
13213,東村山市,189-8501,東京都東村山市本町1-2-3,042-393-5111
13214,国分寺市,185-8501,東京都国分寺市戸倉1-6-1,042-325-0111
13215,国立市,186-8501,東京都国立市富士見台2-47-1,042-576-2111
13218,福生市,197-8501,東京都福生市本町5,042-551-1511
13219,狛江市,201-8585,東京都狛江市和泉本町1-1-5,03-3430-1111
13220,東大和市,207-8585,東京都東大和市中央3-930,042-563-2111
13221,清瀬市,204-8511,東京都清瀬市中里5-842,042-492-5111
13222,東久留米市,203-8555,東京都東久留米市本町3-3-1,042-470-7777
13223,武蔵村山市,208-8501,東京都武蔵村山市本町1-1-1,042-565-1111
13224,多摩市,206-8666,東京都多摩市関戸6-12-1,042-375-8111
13225,稲城市,206-8601,東京都稲城市東長沼2111,042-378-2111
