"id","area","name","name_kana","category","line","station","walk","budget","hit","score"
"5871549","四条烏丸・烏丸御池","カフェ・マンレイ ","カフェマンレイ","喫茶店","京都市営烏丸線","四条（京都市営）駅",1,NA,0,NA
"5871551","四条烏丸・烏丸御池","カフェヨロズ ","カフェヨロズ","喫茶店",NA,NA,NA,NA,0,NA
"5871557","七条・丹波口","きちや ","キチヤ","喫茶店","ＪＲ東海道本線（米原-神戸）","西大路駅",11,NA,0,NA
"5871558","七条・丹波口","喫茶アンドパブ佳 ","キッサアンドパブヨシ","喫茶店",NA,NA,NA,NA,0,NA
"5871560","四条烏丸・烏丸御池","喫茶じゅん ","キッサジュン","喫茶店","阪急京都本線","烏丸駅",2,NA,0,NA
"5871562","京都駅","喫茶だいや ","キッサダイヤ","喫茶店","京都市営烏丸線","京都駅",6,NA,0,NA
"5871565","四条河原町周辺・寺町","ぎやまん ","ギヤマン","喫茶店",NA,NA,NA,NA,0,NA
"5871568","京都駅","コーヒーショップVAN ","コーヒーショップバン","喫茶店",NA,NA,NA,NA,0,NA
"5871572","京都駅","こおひい屋POOH ","コオヒイヤプウ","コーヒー","ＪＲ奈良線","京都駅",6,NA,0,NA
"5871573","四条烏丸・烏丸御池","こぐま ","コグマ","喫茶店","阪急京都本線","烏丸駅",3,NA,0,NA
"5871574","四条烏丸・烏丸御池","CORORADO コーヒーショップ 西洞院店 ","コロラドコーヒーショップニシノトウインテン","コーヒー",NA,NA,NA,NA,1,3
"5871577","七条・丹波口","シルビア ","シルビア","喫茶店",NA,NA,NA,NA,0,NA
"5871579","木屋町・先斗町","ジャズ喫茶ろくでなし ","ジャズキッサロクデナシ","喫茶店",NA,NA,NA,NA,0,NA
"5871583","京都駅","ティーズガーデン ","ティーズガーデン","喫茶店",NA,NA,NA,NA,0,NA
"5871584","四条烏丸・烏丸御池","ティーラウンジ・ロイヤル ","ティーラウンジロイヤル","喫茶店","京都市営烏丸線","五条（京都市営）駅",5,NA,0,NA
"5871587","七条・丹波口","2軒目 ","ニケンメ","喫茶店","ＪＲ東海道山陰連絡線","丹波口駅",9,NA,0,NA
"5871588","七条・丹波口","虹 ","ニジ","喫茶店","ＪＲ奈良線","京都駅",13,NA,0,NA
"5871589","四条烏丸・烏丸御池","ノリキコーヒー店 ","ノリキコーヒーテン","コーヒー","京都市営烏丸線","四条（京都市営）駅",2,NA,0,NA
"5871590","四条大宮","ハットリー ","ハットリー","喫茶店","連絡バス（[大阪]伊丹空港-京都）","四条大宮駅",1,NA,0,NA
"5871594","七条・丹波口","バロン ","バロン","喫茶店",NA,NA,NA,NA,0,NA
"5871597","四条大宮","飛馬 ","ヒバ","喫茶店",NA,NA,NA,NA,0,NA
"5871598","四条烏丸・烏丸御池","HIRO ","ヒロ","喫茶店",NA,NA,NA,NA,0,NA
"5871601","七条・丹波口","喫茶 ぴあ ひと・まち ","キッサピアヒトマチ","喫茶店","京阪本線","清水五条駅",5,NA,0,NA
"5871603","四条烏丸・烏丸御池","フルール ","フルール","喫茶店","京都市営烏丸線","四条（京都市営）駅",4,NA,0,NA
"5871604","七条・丹波口","ブラウン ","ブラウン","喫茶店","ＪＲ東海道山陰連絡線","丹波口駅",7,NA,0,NA
"5871605","七条・丹波口","ブルボン ","ブルボン","喫茶店",NA,NA,NA,NA,0,NA
"5871608","四条烏丸・烏丸御池","ボスケ ","ボスケ","喫茶店",NA,NA,NA,NA,0,NA
"5871612","京都駅","ポコ ","ポコ","喫茶店",NA,NA,NA,NA,0,NA
"5871613","四条烏丸・烏丸御池","繭 ","マユ","喫茶店","京都市営烏丸線","四条（京都市営）駅",1,NA,0,NA
"5871623","京都駅","ロータリー ","ロータリー","カフェ",NA,NA,NA,NA,0,NA
"5871624","四条河原町周辺・寺町","ロココ ","ロココ","喫茶店","阪急京都本線","河原町（京都府）駅",3,NA,0,NA
"5871625","七条・丹波口","ロンド ","ロンド","喫茶店","ＪＲ東海道山陰連絡線","丹波口駅",7,NA,0,NA
"5871628","東寺・東福寺","一本木 ","イッポンギ","喫茶店","近鉄京都線","東寺駅",3,NA,0,NA
"5871629","東寺・東福寺","イトウ ","イトウ","喫茶店","ＪＲ東海道本線（米原-神戸）","西大路駅",12,NA,0,NA
"5871631","東寺・東福寺","エンジェル ","エンジェル","喫茶店","ＪＲ東海道本線（米原-神戸）","西大路駅",13,NA,0,NA
"5871634","吉祥院・鳥羽","カルネ ","カルネ","カフェ","京都市営烏丸線","竹田（京都府）駅",21,NA,0,NA
"5871635","東寺・東福寺","喫茶 喜代美 ","キッサキヨミ","喫茶店","京都市営烏丸線","十条（京都市営）駅",2,NA,0,NA
"5871638","吉祥院・鳥羽","喫茶パンジー ","キッサパンジー","喫茶店","ＪＲ東海道本線（米原-神戸）","桂川（京都府）駅",9,NA,0,NA
"5871639","東寺・東福寺","喫茶もん ","キッサモン","喫茶店","近鉄京都線","東寺駅",12,NA,0,NA
"5871640","東寺・東福寺","喫茶やまぐち ","キッサヤマグチ","喫茶店","京都市営烏丸線","十条（京都市営）駅",2,NA,0,NA
"5871642","吉祥院・鳥羽","クラウン 八条店 ","クラウンハチジョウテン","喫茶店","ＪＲ東海道本線（米原-神戸）","西大路駅",14,NA,0,NA
"5871644","東寺・東福寺","クロンボ ","クロンボ","喫茶店","京都市営烏丸線","十条（京都市営）駅",1,NA,0,NA
"5871645","吉祥院・鳥羽","グロー ","グロー","喫茶店","阪急京都本線","洛西口駅",3,NA,0,NA
"5871648","東寺・東福寺","山本珈琲館  京都YC ","ヤマモトコーヒーカンキョウトワイシー","コーヒー","京都市営烏丸線","十条（京都市営）駅",8,NA,0,NA
"5871649","吉祥院・鳥羽","コーヒーハウスラブ ","コーヒーハウスラブ","カフェ","ＪＲ東海道本線（米原-神戸）","向日町駅",19,NA,0,NA
"5871650","吉祥院・鳥羽","コロラド サカモト店 ","コロラドサカモトテン","カフェ","ＪＲ東海道本線（米原-神戸）","西大路駅",17,NA,0,NA
"5871654","吉祥院・鳥羽","三びきのこぶた ","サンビキノコブタ","カフェ","阪急京都本線","西京極駅",15,NA,0,NA
"5871656","京都駅","水草 ","スイソウ","カフェ","京都市営烏丸線","九条（京都府）駅",1,NA,0,NA
"5871658","吉祥院・鳥羽","タクト ","タクト","喫茶店","ＪＲ東海道本線（米原-神戸）","西大路駅",12,NA,0,NA
"5871660","吉祥院・鳥羽","トンガ ","トンガ","喫茶店","ＪＲ東海道本線（米原-神戸）","西大路駅",22,NA,0,NA
"5871661","京都駅","ナカヤマカフェ ","ナカヤマカフェ","カフェ","ＪＲ奈良線","京都駅",2,NA,0,NA
"5871662","東寺・東福寺","野火 ","ノビ","喫茶店","近鉄京都線","東寺駅",4,NA,0,NA
"5871672","東寺・東福寺","マルヤス ","マルヤス","喫茶店","近鉄京都線","十条（近鉄線）駅",8,NA,0,NA
"5871673","東寺・東福寺","万鉄 ","マンテツ","喫茶店","京都市営烏丸線","九条（京都府）駅",1,NA,0,NA
"5871675","京都駅","みなみ ","ミナミ","喫茶店","連絡バス（[大阪]伊丹空港-京都）","京都駅",1,NA,0,NA
"5871677","東寺・東福寺","ムーラン ","ムーラン","カフェ","ＪＲ東海道本線（米原-神戸）","西大路駅",12,NA,0,NA
"5871678","吉祥院・鳥羽","ユーミン ","ユーミン","喫茶店","ＪＲ東海道本線（米原-神戸）","桂川（京都府）駅",15,NA,0,NA
"5871683","嵐山","アイトワ ","アイトワ","カフェ","嵯峨野観光鉄道","トロッコ嵐山駅",4,NA,0,NA
"5871684","嵯峨野・太秦","愛奈 ","アイナ","喫茶店","京福嵐山本線","太秦広隆寺駅",8,NA,0,NA
"5871685","嵯峨野・太秦","あき ","アキ","喫茶店","京福嵐山本線","有栖川駅",4,NA,0,NA
"5871688","嵯峨野・太秦","アプリコ ","アプリコ","喫茶店","京福嵐山本線","山ノ内（京都府）駅",4,NA,0,NA
"5871691","嵐山","アルル ","アルル","喫茶店","京福嵐山本線","嵐電嵯峨駅",5,NA,0,NA
"5871692","西院","イデヤ ","イデヤ","喫茶店","阪急京都本線","西院（阪急線）駅",3,NA,0,NA
"5871693","嵐山","ウイング ","ウイング","喫茶店","阪急嵐山線","松尾大社駅",11,NA,0,NA
"5871694","桂・西京極","エムズコーヒー ","エムズコーヒー","カフェ","阪急京都本線","西京極駅",19,NA,0,NA
"5871695","嵯峨野・太秦","エル ","エル","喫茶店","京福北野線","常盤（京都府）駅",8,NA,0,NA
"5871697","嵯峨野・太秦","篝 喫茶 ","カガリキッサ","喫茶店","京福北野線","御室仁和寺駅",1,NA,0,NA
"5871698","西院","カスガ ","カスガ","喫茶店","京福嵐山本線","西大路三条駅",2,NA,0,NA
"5871699","嵯峨野・太秦","かのん ","カノン","喫茶店","嵯峨野観光鉄道","トロッコ嵐山駅",9,NA,0,NA
"5871701","嵯峨野・太秦","カフェ プロヴァンス ","カフェプロヴァンス","喫茶店","京福北野線","龍安寺駅",3,NA,0,NA
"5871705","桂・西京極","喫茶 クラウン ","キッサクラウン","喫茶店",NA,NA,NA,NA,0,NA
"5871706","嵯峨野・太秦","喫茶さいわい ","キッササイワイ","喫茶店","京福嵐山本線","山ノ内（京都府）駅",6,NA,0,NA
"5871707","桂・西京極","喫茶バカボン ","キッサバカボン","喫茶店","阪急嵐山線","松尾大社駅",7,NA,0,NA
"5871708","桂・西京極","喫茶プチトマト ","キッサプチトマト","喫茶店","阪急京都本線","西京極駅",10,NA,0,NA
"5871709","七条・丹波口","喫茶レモン ","キッサレモン","喫茶店","阪急京都本線","西院（阪急線）駅",14,NA,0,NA
"5871710","嵯峨野・太秦","キャスケット ","キャスケット","カフェ","京福北野線","宇多野駅",7,NA,0,NA
"5871711","嵯峨野・太秦","キュート ","キュート","喫茶店","ＪＲ山陰本線（京都-米子）","花園（京都府）駅",10,NA,0,NA
"5871712","嵯峨野・太秦","きり ","キリ","喫茶店","ＪＲ山陰本線（京都-米子）","太秦駅",3,NA,0,NA
"5871713","桂・西京極","クルー ","クルー","喫茶店","阪急京都本線","西京極駅",4,NA,0,NA
"5871716","嵯峨野・太秦","GROW COFFEE ","グローコーヒー","カフェ",NA,NA,NA,NA,0,NA
"5871717","嵐山","コーヒーショップ ヤマモト ","コーヒーショップヤマモト","カフェ","嵯峨野観光鉄道","トロッコ嵯峨駅",4,NA,0,NA
"5871718","嵐山","コーヒースタンドたにのり ","コーヒースタンドタニノリ","カフェ","嵯峨野観光鉄道","トロッコ嵯峨駅",2,NA,0,NA
"5871719","嵐山","コーヒーストーリ ","コーヒーストーリ","カフェ","京福嵐山本線","車折神社駅",3,NA,0,NA
"5871721","嵯峨野・太秦","コルチナ ","コルチナ","カフェ","京福北野線","常盤（京都府）駅",4,NA,0,NA
"5871722","嵯峨野・太秦","御室さのわ ","ゴシツサノワ","和菓子","京福北野線","妙心寺駅",4,NA,0,NA
"5871723","嵐山","サバニー ","サバニー","喫茶店","阪急嵐山線","松尾大社駅",12,NA,0,NA
"5871726","桂・西京極","サンビーム ","サンビーム","喫茶店","阪急京都本線","西京極駅",8,NA,0,NA
"5871731","嵯峨野・太秦","スクーナーCafe ","スクーナーカフェ","カフェ","京福嵐山本線","車折神社駅",12,NA,0,NA
"5871732","嵯峨野・太秦","すすき野 ","ススキノ","喫茶店","京福北野線","常盤（京都府）駅",4,NA,0,NA
"5871734","嵐山","タイム ","タイム","喫茶店","京福嵐山本線","嵐電嵯峨駅",2,NA,0,NA
"5871735","嵯峨野・太秦","太十 ","タジュウ","喫茶店","京福北野線","宇多野駅",4,NA,0,NA
"5871736","西院","ダンボ ","ダンボ","喫茶店","京福嵐山本線","山ノ内（京都府）駅",3,NA,0,NA
"5871737","西院","直 ","ナオ","喫茶店","阪急京都本線","西院（阪急線）駅",12,NA,0,NA
"5871738","嵯峨野・太秦","中之島亭 ","ナカノシマテイ","喫茶店",NA,NA,NA,NA,0,NA
"5871740","嵯峨野・太秦","花園 ","ハナゾノ","喫茶店","ＪＲ山陰本線（京都-米子）","花園（京都府）駅",2,NA,0,NA
"5871741","嵯峨野・太秦","ハルディン ","ハルディン","喫茶店","京福北野線","宇多野駅",8,NA,0,NA
"5871742","桂・西京極","ばら ","バラ","喫茶店","阪急京都本線","西京極駅",10,NA,0,NA
"5871743","西院","バンブ ","バンブ","喫茶店","京福嵐山本線","山ノ内（京都府）駅",4,NA,0,NA
"5871744","嵯峨野・太秦","パティスリー ヒロヤ 京都太秦 ","パティスリーヒロヤキョウトウズマサ","スイーツ","京福嵐山本線","太秦広隆寺駅",10,NA,0,NA
"5871745","西院","ビッキー ","ビッキー","喫茶店",NA,NA,NA,NA,0,NA
"5871746","嵯峨野・太秦","フレスコ ","フレスコ","喫茶店","京福北野線","帷子ノ辻駅",5,NA,0,NA
"5871751","桂・西京極","ポケット ","ポケット","喫茶店","阪急京都本線","西京極駅",10,NA,0,NA
"5871753","桂・西京極","マキ ","マキ","喫茶店","阪急京都本線","西京極駅",11,NA,0,NA
"5871754","西院","街の灯 ","マチノヒ","喫茶店","京福嵐山本線","山ノ内（京都府）駅",1,NA,0,NA
"5871756","嵯峨野・太秦","マリヤ喫茶店 ","マリヤキッサテン","喫茶店","京福嵐山本線","蚕ノ社駅",2,NA,0,NA
"5871757","嵯峨野・太秦","曼陀羅 ","マンダラ","喫茶店","嵯峨野観光鉄道","トロッコ嵐山駅",18,NA,0,NA
"5871758","嵯峨野・太秦","美香 ","ミカ","喫茶店","ＪＲ山陰本線（京都-米子）","花園（京都府）駅",6,NA,0,NA
"5871759","桂・西京極","路 ","ミチ","喫茶店","阪急京都本線","西院（阪急線）駅",11,NA,0,NA
"5871761","嵯峨野・太秦","ミルキーウェイ ","ミルキーウェイ","喫茶店","ＪＲ山陰本線（京都-米子）","花園（京都府）駅",4,NA,0,NA
"5871762","嵯峨野・太秦","ミルクホール ","ミルクホール","喫茶店","京福嵐山本線","太秦広隆寺駅",6,NA,0,NA
"5871764","西院","モア ","モア","喫茶店","阪急京都本線","西京極駅",11,NA,0,NA
"5871765","桂・西京極","モッカ ","モッカ","喫茶店","阪急京都本線","西京極駅",4,NA,0,NA
"5871767","嵯峨野・太秦","リノ ","リノ","喫茶店","京福北野線","妙心寺駅",2,NA,0,NA
"5871768","桂・西京極","涼風 ","リョウフウ","喫茶店","阪急嵐山線","松尾大社駅",10,NA,0,NA
"5871769","西院","レナ ","レナ","喫茶店","阪急京都本線","西院（阪急線）駅",7,NA,0,NA
"5871772","嵯峨野・太秦","ロンド ","ロンド","カフェ","ＪＲ山陰本線（京都-米子）","太秦駅",5,NA,0,NA
"5871773","伏見・醍醐","Airolo ","アイローロ","カフェ","京阪本線","深草駅",6,NA,0,NA
"5871774","伏見・醍醐","赤い屋根 ","アカイヤネ","カフェ","近鉄京都線","桃山御陵前駅",2,NA,0,NA
"5871775","伏見・醍醐","油長茶舗 茶寮 油長 ","アブラチョウチャホサリョウアブラチョウ","喫茶店","京阪本線","伏見桃山駅",3,NA,0,NA
"5871777","伏見・醍醐","An ","アン","喫茶店","京阪本線","墨染駅",2,NA,0,NA
"5871779","伏見・醍醐","ウイズ ユー ","ウイズユー","カフェ",NA,NA,NA,NA,0,NA
"5871780","伏見・醍醐","ウィンドベル ","ウィンドベル","カフェ","京阪本線","伏見稲荷駅",8,NA,0,NA
"5871781","伏見・醍醐","ヴィーナス ","ヴィーナス","喫茶店","京阪宇治線","中書島駅",3,NA,0,NA
"5871782","伏見・醍醐","エトワール ","エトワール","喫茶店","京阪本線","伏見稲荷駅",6,NA,0,NA
"5871783","伏見・醍醐","エリーゼ ","エリーゼ","喫茶店","京都市営烏丸線","竹田（京都府）駅",1,NA,0,NA
"5871786","伏見・醍醐","カフェ33 ","カフェサーティースリー","喫茶店","京都市営東西線","醍醐（京都府）駅",1,NA,0,NA
"5871788","伏見・醍醐","カフェ メーテルリンク ","カフェメーテルリンク","カフェ","京阪本線","丹波橋駅",1,NA,0,NA
"5871789","伏見・醍醐","カフェラウンジチャールズ ","カフェラウンジチャールズ","喫茶店","近鉄京都線","桃山御陵前駅",3,NA,0,NA
"5871794","伏見・醍醐","からふね屋珈琲店 竹田店 ","カラフネヤコーヒーテンタケダテン","カフェ","京都市営烏丸線","くいな橋駅",7,NA,0,NA
"5871795","伏見・醍醐","珈琲房 きた家 ","コーヒーボウキタヤ","カフェ","京阪宇治線","中書島駅",6,NA,0,NA
"5871796","伏見・醍醐","喫茶アムール ","キッサアムール","喫茶店","京阪本線","淀駅",3,NA,0,NA
"5871797","伏見・醍醐","喫茶アメリカン ","キッサアメリカン","喫茶店","京都市営東西線","石田（京都府）駅",11,NA,0,NA
"5871800","伏見・醍醐","喫茶絵慕 ","キッサエボ","喫茶店","京阪本線","藤森駅",3,NA,0,NA
"5871801","伏見・醍醐","喫茶きたはた ","キッサキタハタ","喫茶店","近鉄京都線","伏見（京都府）駅",14,NA,0,NA
"5871806","伏見・醍醐","木村家 ","キムラヤ","喫茶店","京阪本線","淀駅",1,NA,0,NA
"5871811","伏見・醍醐","クロベー ","クロベー","喫茶店",NA,NA,NA,NA,0,NA
"5871814","伏見・醍醐","グリーンテラス ","グリーンテラス","喫茶店","京阪本線","藤森駅",9,NA,0,NA
"5871815","伏見・醍醐","コーヒーハウスジロー ","コーヒーハウスジロー","カフェ","京阪本線","丹波橋駅",7,NA,0,NA
"5871816","伏見・醍醐","珈琲館 ぽぷら ","コーヒーカンポプラ","カフェ","京都市営烏丸線","竹田（京都府）駅",7,NA,0,NA
"5871817","伏見・醍醐","ココWAココ ","ココワココ","喫茶店","近鉄京都線","向島駅",8,NA,0,NA
"5871818","伏見・醍醐","コハク ","コハク","喫茶店","近鉄京都線","向島駅",15,NA,0,NA
"5871819","伏見・醍醐","こぱん ","コパン","カフェ","京阪本線","丹波橋駅",8,NA,0,NA
"5871821","伏見・醍醐","木もれ陽 ","コモレビ","喫茶店","近鉄京都線","向島駅",7,NA,0,NA
"5871822","伏見・醍醐","コロラド ウチダ店 ","コロラドウチダテン","喫茶店","京阪本線","深草駅",1,NA,0,NA
"5871823","伏見・醍醐","ゴチャ ","ゴチャ","喫茶店",NA,NA,NA,NA,0,NA
"5871825","伏見・醍醐","茶房なかむら ","サボウナカムラ","喫茶店","京阪宇治線","中書島駅",2,NA,0,NA
"5871826","伏見・醍醐","サルビヤ ","サルビヤ","喫茶店",NA,NA,NA,NA,0,NA
"5871829","伏見・醍醐","しず河 ","シズカ","喫茶店",NA,NA,NA,NA,0,NA
"5871830","伏見・醍醐","シャラン ","シャラン","喫茶店","京阪本線","丹波橋駅",8,NA,0,NA
"5871831","伏見・醍醐","シャルル ","シャルル","喫茶店","京阪本線","淀駅",26,NA,0,NA
"5871832","伏見・醍醐","シャルレ ","シャルレ","喫茶店","京都市営東西線","石田（京都府）駅",6,NA,0,NA
"5871833","伏見・醍醐","シルビア ","シルビア","喫茶店","近鉄京都線","近鉄丹波橋駅",1,NA,0,NA
"5871834","伏見・醍醐","ゾゾット ","ゾゾット","カフェ","京阪本線","藤森駅",7,NA,0,NA
"5871835","伏見・醍醐","たくちゃん ","タクチャン","喫茶店","近鉄京都線","伏見（京都府）駅",18,NA,0,NA
"5871836","伏見・醍醐","ダービーハウス ","ダービーハウス","カフェ","京阪本線","淀駅",1,NA,0,NA
"5871837","伏見・醍醐","ちさと ","チサト","喫茶店","京阪本線","淀駅",3,NA,0,NA
"5871838","伏見・醍醐","チャペル ","チャペル","喫茶店","近鉄京都線","伏見（京都府）駅",20,NA,0,NA
"5871840","伏見・醍醐","トーク ","トーク","喫茶店","京阪本線","淀駅",3,NA,0,NA
"5871844","伏見・醍醐","のんのん ","ノンノン","喫茶店","京阪本線","深草駅",10,NA,0,NA
"5871847","伏見・醍醐","桧 ","ヒノキ","喫茶店",NA,NA,NA,NA,0,NA
"5871848","伏見・醍醐","ビーバーコーヒーハウス ","ビーバーコーヒーハウス","喫茶店","京阪本線","墨染駅",3,NA,0,NA
"5871849","伏見・醍醐","ふくすい ","フクスイ","喫茶店","京阪本線","丹波橋駅",1,NA,0,NA
"5871850","伏見・醍醐","ふじ ","フジ","喫茶店","京都市営烏丸線","くいな橋駅",4,NA,0,NA
"5871851","伏見・醍醐","不二家 伏見店 ","フジヤフシミテン","洋菓子","京阪本線","伏見桃山駅",2,NA,0,NA
"5871853","伏見・醍醐","ホリーズカフェイズミヤ 六地蔵店 ","ホリーズカフェイズミヤロクジゾウテン","喫茶店","京都市営東西線","六地蔵（奈良線・京都市営）駅",6,NA,0,NA
"5871854","伏見・醍醐","ぼたん ","ボタン","喫茶店","京阪本線","藤森駅",9,NA,0,NA
"5871856","伏見・醍醐","ポトス ","ポトス","喫茶店","京阪本線","墨染駅",11,NA,0,NA
"5871858","伏見・醍醐","マーティラガッシュ ","マーティラガッシュ","喫茶店","京阪本線","墨染駅",2,NA,0,NA
"5871859","伏見・醍醐","みどり ","ミドリ","喫茶店",NA,NA,NA,NA,0,NA
"5871865","伏見・醍醐","モンテヒグチ ","モンテヒグチ","カフェ","京阪本線","淀駅",3,NA,0,NA
"5871867","伏見・醍醐","山崎屋 ","ヤマザキヤ","ケーキ屋","京都市営東西線","醍醐（京都府）駅",6,NA,8,3.81
"5871869","伏見・醍醐","よりみち ","ヨリミチ","喫茶店","京阪宇治線","観月橋駅",10,NA,0,NA
"5871870","伏見・醍醐","リーブル ","リーブル","カフェ","京阪本線","丹波橋駅",1,NA,0,NA
"5871871","伏見・醍醐","リゲル ","リゲル","喫茶店","ＪＲ東海道本線（米原-神戸）","長岡京駅",23,NA,0,NA
"5871872","伏見・醍醐","りぼ ","リボ","喫茶店","京阪本線","深草駅",9,NA,0,NA
"5871874","伏見・醍醐","和カフェプロップ（Prop） ","ワカフェプロップ","カフェ","京阪宇治線","中書島駅",28,NA,0,NA
"5871876","山科","アポイント ","アポイント","喫茶店","京都市営東西線","小野（京都府）駅",10,NA,0,NA
"5871877","山科","エルボ ","エルボ","喫茶店","京都市営東西線","山科駅",12,NA,0,NA
"5871879","山科","オックストライアングル ","オックストライアングル","喫茶店","京都市営東西線","椥辻駅",1,NA,0,NA
"5871883","山科","カフェとも ","カフェトモ","喫茶店","京都市営東西線","東野（京都府）駅",25,NA,0,NA
"5871885","山科","からふね屋珈琲店 山科店 ","カラフネヤコーヒーテンヤマシナテン","カフェ","京都市営東西線","東野（京都府）駅",8,NA,1,3
"5871886","山科","喫茶 カミング ","キッサカミング","喫茶店","京都市営東西線","椥辻駅",3,NA,0,NA
"5871889","山科","喫茶緑屋 ","キッサミドリヤ","喫茶店","京都市営東西線","東野（京都府）駅",24,NA,0,NA
"5871890","山科","喫茶リリー ","キッサリリー","喫茶店","京都市営東西線","東野（京都府）駅",10,NA,0,NA
"5871892","山科","K2 ","ケーツー","喫茶店","京都市営東西線","椥辻駅",21,NA,0,NA
"5871894","山科","珈琲庭 ","コーヒーテイ","カフェ","京都市営東西線","御陵駅",5,NA,0,NA
"5871898","山科","サニー喫茶 ","サニーキッサ","喫茶店","京都市営東西線","山科駅",1,NA,0,NA
"5871899","山科","サン ジェルマン ","サンジェルマン","喫茶店","京都市営東西線","椥辻駅",2,NA,0,NA
"5871900","山科","芝生 ","シバフ","喫茶店","京都市営東西線","小野（京都府）駅",10,NA,0,NA
"5871901","山科","シャローム ","シャローム","喫茶店","京都市営東西線","山科駅",5,NA,0,NA
"5871902","山科","ZUCCA ","ズッカ","カフェ","京都市営東西線","東野（京都府）駅",4,NA,0,NA
"5871904","山科","茶雅 ","チャガ","喫茶店","京都市営東西線","椥辻駅",22,NA,0,NA
"5871905","山科","ドリーム ","ドリーム","喫茶店","京都市営東西線","東野（京都府）駅",15,NA,0,NA
"5871906","山科","仲間達のスポット ","ナカマタチノスポット","喫茶店","京都市営東西線","東野（京都府）駅",12,NA,0,NA
"5871908","山科","ニシムラ ","ニシムラ","喫茶店",NA,NA,NA,NA,0,NA
"5871909","山科","のえる ","ノエル","喫茶店","京都市営東西線","椥辻駅",11,NA,0,NA
"5871911","山科","パピヨン ","パピヨン","喫茶店","京都市営東西線","御陵駅",14,NA,0,NA
"5871912","山科","ビアンカ ","ビアンカ","喫茶店","京阪京津線","京阪山科駅",1,NA,0,NA
"5871914","山科","ピナクル ","ピナクル","喫茶店","京都市営東西線","東野（京都府）駅",11,NA,0,NA
"5871915","山科","京都船越 西野店 ","キョウトフナコシニシノテン","カフェ","京都市営東西線","山科駅",15,NA,0,NA
"5871916","山科","船越珈琲店駅前店 ","フナコシコーヒーテンエキマエテン","喫茶店","京都市営東西線","山科駅",3,NA,1,3.5
"5871917","山科","ブランシュ ","ブランシュ","喫茶店","京都市営東西線","東野（京都府）駅",11,NA,0,NA
"5871918","山科","ブロンコ ","ブロンコ","喫茶店","京都市営東西線","山科駅",8,NA,0,NA
"5871920","山科","ペック ","ペック","喫茶店","京阪京津線","四宮駅",5,NA,0,NA
"5871925","山科","マサ ","マサ","喫茶店","京都市営東西線","東野（京都府）駅",12,NA,0,NA
"5871927","山科","マリ亜ンヌ ","マリアンヌ","喫茶店","京都市営東西線","椥辻駅",5,NA,0,NA
"5871929","山科","雅の里 ","ミヤビノサト","喫茶店","京都市営東西線","東野（京都府）駅",13,NA,0,NA
"5871930","山科","ヤママサ喫茶店 ","ヤママサキッサテン","喫茶店","京都市営東西線","椥辻駅",10,NA,0,NA
"5871931","山科","芳実 ","ヨシミ","喫茶店","京都市営東西線","山科駅",1,NA,0,NA
"5871933","山科","レモン（Lemon） ","レモン","喫茶店","京都市営東西線","東野（京都府）駅",4,NA,0,NA
"5871934","桂・西京極","アーク ","アーク","喫茶店","阪急嵐山線","上桂駅",8,NA,0,NA
"5871935","桂・西京極","あや ","アヤ","喫茶店","阪急嵐山線","上桂駅",7,NA,0,NA
"5871936","桂・西京極","璞 ","アラタマ","喫茶店","阪急京都本線","桂駅",20,NA,0,NA
"5871937","桂・西京極","杏里の部屋 ","アリノヘヤ","喫茶店","阪急京都本線","桂駅",3,NA,0,NA
"5871938","桂・西京極","エルシド ","エルシド","喫茶店","阪急京都本線","桂駅",9,NA,0,NA
"5871939","桂・西京極","か寿が ","カスガ","喫茶店",NA,NA,NA,NA,2,3
"5871940","桂・西京極","カフェけやき ","カフェケヤキ","カフェ",NA,NA,NA,NA,0,NA
"5871942","桂・西京極","喫茶一休 ","キッサイッキュウ","喫茶店","阪急嵐山線","上桂駅",13,NA,0,NA
"5871946","桂・西京極","グリーングラス ","グリーングラス","喫茶店",NA,NA,NA,NA,0,NA
"5871949","桂・西京極","COFFEEHOUSE桂皇琲亭 ","コーヒーハウスカツラコーヒーテイ","喫茶店","阪急京都本線","桂駅",8,NA,0,NA
"5871950","桂・西京極","ZOOKO ","ズウコ","喫茶店","阪急京都本線","桂駅",2,NA,0,NA
"5871951","桂・西京極","タイム ","タイム","喫茶店",NA,NA,NA,NA,0,NA
"5871955","桂・西京極","ハヤシコーヒーショップ ","ハヤシコーヒーショップ","喫茶店","阪急京都本線","桂駅",4,NA,0,NA
"5871956","桂・西京極","風和 ","フウワ","喫茶店",NA,NA,NA,NA,0,NA
"5871957","嵐山","BLUE ONION ","ブルーオニオン","喫茶店","阪急嵐山線","松尾大社駅",2,NA,0,NA
"5871959","桂・西京極","PODESTA コーヒー 西友桂店 ","ポデスタコーヒーセイユウカツラテン","カフェ","阪急京都本線","桂駅",15,NA,0,NA
"5871964","桂・西京極","らくがき ","ラクガキ","喫茶店",NA,NA,NA,NA,0,NA
"5871965","桂・西京極","リトルベル ","リトルベル","喫茶店","阪急京都本線","桂駅",3,NA,0,NA
"5871966","嵐山","レザミ ","レザミ","喫茶店","阪急嵐山線","松尾大社駅",8,NA,0,NA
"5871967","桂・西京極","CAFE ロペ ","カフェロペ","カフェ","阪急京都本線","桂駅",21,NA,0,NA
